Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FUT Esports,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FUT Esports,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FUT Esports,breach,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FNATIC,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FNATIC,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FNATIC,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FNATIC,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FNATIC,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FUT Esports,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FUT Esports,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FUT Esports,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FUT Esports,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FUT Esports,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FNATIC,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FNATIC,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FNATIC,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FNATIC,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FNATIC,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,100 Thieves,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,100 Thieves,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,100 Thieves,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,100 Thieves,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,100 Thieves,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,Paper Rex,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,Paper Rex,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,Paper Rex,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,Paper Rex,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,Paper Rex,reyna,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,100 Thieves,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,100 Thieves,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,100 Thieves,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,100 Thieves,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,100 Thieves,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Paper Rex,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Paper Rex,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Paper Rex,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Paper Rex,sage,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Paper Rex,breach,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Team Heretics,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Team Heretics,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Team Heretics,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,Team Heretics,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,FUT Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,FUT Esports,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,FUT Esports,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,FUT Esports,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,FUT Esports,breach,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,100 Thieves,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,100 Thieves,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,100 Thieves,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,100 Thieves,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,100 Thieves,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,Paper Rex,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,Paper Rex,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,Paper Rex,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,Paper Rex,sage,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Icebox,Paper Rex,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,Team Heretics,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,Team Heretics,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,Team Heretics,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,Team Heretics,brimstone,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,FUT Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,FUT Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,FUT Esports,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,FUT Esports,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,FUT Esports,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,100 Thieves,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,100 Thieves,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,100 Thieves,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,100 Thieves,brimstone,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,100 Thieves,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,Team Heretics,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,Team Heretics,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,Team Heretics,brimstone,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Bind,Team Heretics,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,100 Thieves,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,100 Thieves,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,100 Thieves,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,100 Thieves,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,100 Thieves,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,Team Heretics,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,Team Heretics,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,Team Heretics,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,Sunset,Team Heretics,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,G2 Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,G2 Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,G2 Esports,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,G2 Esports,brimstone,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,G2 Esports,skye,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,Team Heretics,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,Team Heretics,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,Team Heretics,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Bind,Team Heretics,brimstone,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,G2 Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,G2 Esports,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,G2 Esports,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,G2 Esports,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,G2 Esports,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,Team Heretics,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,Team Heretics,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,Team Heretics,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,Team Heretics,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Icebox,Team Heretics,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,G2 Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,G2 Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,G2 Esports,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,G2 Esports,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,G2 Esports,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,Team Heretics,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,Team Heretics,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,Team Heretics,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,Lotus,Team Heretics,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,harbor,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,clove,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FUT Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FUT Esports,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FUT Esports,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FUT Esports,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FUT Esports,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,G2 Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,G2 Esports,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,G2 Esports,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,G2 Esports,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,G2 Esports,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,T1,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,T1,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,T1,chamber,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,T1,reyna,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,T1,sage,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Gen.G,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Gen.G,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Gen.G,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Gen.G,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Gen.G,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Leviatán,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Leviatán,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Leviatán,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Leviatán,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Leviatán,harbor,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Team Heretics,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Team Heretics,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Team Heretics,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Team Heretics,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Team Heretics,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Dragon Ranger Gaming,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Dragon Ranger Gaming,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Dragon Ranger Gaming,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Dragon Ranger Gaming,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,Dragon Ranger Gaming,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FunPlus Phoenix,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FunPlus Phoenix,harbor,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FunPlus Phoenix,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FunPlus Phoenix,yoru,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FUT Esports,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FUT Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FUT Esports,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FUT Esports,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FUT Esports,breach,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Team Heretics,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Team Heretics,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Team Heretics,kayo,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Team Heretics,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Dragon Ranger Gaming,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Dragon Ranger Gaming,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Dragon Ranger Gaming,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Dragon Ranger Gaming,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,Dragon Ranger Gaming,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,gekko,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,astra,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FUT Esports,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FUT Esports,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FUT Esports,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FUT Esports,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FUT Esports,breach,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,G2 Esports,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,G2 Esports,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,G2 Esports,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,G2 Esports,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,G2 Esports,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,T1,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,T1,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,T1,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,T1,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,T1,chamber,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Gen.G,killjoy,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Gen.G,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Gen.G,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Leviatán,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Leviatán,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Leviatán,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Leviatán,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,Leviatán,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,G2 Esports,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,G2 Esports,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,G2 Esports,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,G2 Esports,yoru,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,G2 Esports,astra,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,T1,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,T1,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,T1,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,T1,harbor,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,T1,yoru,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Gen.G,sova,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Gen.G,yoru,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Gen.G,astra,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Leviatán,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Leviatán,sova,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Leviatán,jett,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Leviatán,kayo,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Breeze,Leviatán,cypher,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,G2 Esports,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,G2 Esports,raze,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,G2 Esports,viper,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,G2 Esports,fade,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,G2 Esports,killjoy,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Team Heretics,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Team Heretics,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Team Heretics,cypher,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Team Heretics,fade,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Team Heretics,breach,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,FunPlus Phoenix,raze,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,FunPlus Phoenix,viper,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,FunPlus Phoenix,gekko,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,FunPlus Phoenix,astra,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Gen.G,omen,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,Gen.G,raze,0,1,1
